,0,1,2,3
17181,DB00835,DB01173,2.228377342224121,1
22037,DB08615,DB08976,2.225271701812744,0
4648,DB01354,DB08907,2.2240164279937744,1
21248,DB01118,DB01182,2.222351551055908,1
5561,DB00312,DB01054,2.2216787338256836,1
2468,DB00470,DB00593,2.2188875675201416,1
22541,DB03818,DB02989,2.2095701694488525,0
932,DB00215,DB00625,2.2094671726226807,1
1105,DB00335,DB09242,2.2092483043670654,1
8243,DB02986,DB12562,2.2072081565856934,0
7187,DB00334,DB12541,2.207071304321289,0
5751,DB00344,DB00433,2.2013607025146484,1
4980,DB00972,DB09071,2.2001047134399414,1
21323,DB00831,DB00924,2.1996264457702637,1
454,DB00668,DB08907,2.1972591876983643,1
618,DB00328,DB00460,2.195566177368164,1
7612,DB00356,DB03882,2.193544864654541,0
7936,DB16734,DB00801,2.1923983097076416,0
22878,DB07646,DB01095,2.191641330718994,0
2118,DB00209,DB00332,2.190124988555908,1
22069,DB13513,DB08095,2.1873793601989746,0
1597,DB00696,DB06144,2.186711072921753,1
19242,DB00908,DB01211,2.1841964721679688,1
7618,DB03976,DB14178,2.183443307876587,0
7635,DB12446,DB09156,2.1795341968536377,0
21200,DB00215,DB00514,2.17805552482605,1
22875,DB08648,DB00926,2.1778111457824707,0
7469,DB12925,DB07878,2.177626132965088,0
17248,DB00554,DB01082,2.1774559020996094,1
18165,DB00768,DB00956,2.174098253250122,1
21845,DB01858,DB03585,2.173917293548584,0
5199,DB00270,DB00820,2.167966604232788,1
7657,DB08916,DB11642,2.155158519744873,0
2397,DB00490,DB08933,2.1529653072357178,1
4519,DB00496,DB08893,2.1529505252838135,1
7930,DB13300,DB09170,2.1527304649353027,0
17269,DB00349,DB00997,2.1527280807495117,1
1317,DB00774,DB00899,2.1502013206481934,1
4562,DB00199,DB00897,2.1464571952819824,1
7330,DB08128,DB13042,2.1457533836364746,0
21513,DB00437,DB00999,2.1453146934509277,1
6896,DB08182,DB12561,2.143010139465332,0
4211,DB00014,DB00743,2.139220714569092,1
20837,DB00243,DB01100,2.139049768447876,1
4964,DB01267,DB04876,2.138711452484131,1
17857,DB00682,DB01416,2.137833595275879,1
7413,DB07747,DB02854,2.137812376022339,0
2425,DB00312,DB06201,2.1364450454711914,1
4752,DB00715,DB00834,2.135345458984375,1
5308,DB00949,DB06201,2.1352057456970215,1
4072,DB00582,DB01259,2.124854803085327,1
7362,DB12081,DB04372,2.1248207092285156,0
20749,DB00898,DB01501,2.123293399810791,1
6666,DB00672,DB04868,2.122260570526123,1
17702,DB00233,DB00311,2.121548891067505,1
18747,DB00227,DB09048,2.118927001953125,1
21341,DB00628,DB00956,2.116835355758667,1
2818,DB00608,DB09128,2.1105995178222656,1
7965,DB08607,DB15498,2.107548475265503,0
17184,DB00338,DB01175,2.1048121452331543,1
3528,DB00563,DB00712,2.103091239929199,1
20760,DB00623,DB01021,2.101487159729004,1
3465,DB00482,DB04865,2.1010379791259766,1
946,DB01071,DB06723,2.0998644828796387,1
16825,DB00175,DB01211,2.0975682735443115,1
8350,DB02619,DB02322,2.0971407890319824,0
760,DB00780,DB01275,2.0959270000457764,1
18550,DB00872,DB08932,2.0946362018585205,1
21722,DB07923,DB13522,2.0928874015808105,0
19847,DB00668,DB09082,2.0923988819122314,1
20428,DB01114,DB01409,2.0923521518707275,1
4934,DB08880,DB09038,2.0922772884368896,1
3549,DB00734,DB01560,2.0894088745117188,1
5242,DB01418,DB04272,2.0882508754730225,1
5260,DB00422,DB00714,2.0879926681518555,1
20862,DB01063,DB01171,2.0874128341674805,1
17338,DB00726,DB04924,2.0871810913085938,1
17780,DB00734,DB09034,2.087125539779663,1
4362,DB00250,DB09268,2.086392402648926,1
5798,DB00767,DB00918,2.0828490257263184,1
16763,DB00715,DB01618,2.082549571990967,1
18650,DB00823,DB03880,2.0821943283081055,1
7456,DB16171,DB13875,2.080925941467285,0
462,DB01601,DB08907,2.077939510345459,1
18614,DB01232,DB06626,2.0774364471435547,1
1811,DB00559,DB06717,2.0750951766967773,1
2649,DB00613,DB08820,2.0742666721343994,1
3240,DB00625,DB01167,2.0739710330963135,1
21100,DB00497,DB04855,2.0725226402282715,1
16921,DB00502,DB00605,2.071848154067993,1
2436,DB00492,DB00697,2.0704727172851562,1
5825,DB01264,DB04876,2.0698351860046387,1
17260,DB00390,DB00681,2.0686731338500977,1
17633,DB00328,DB00806,2.0662174224853516,1
7478,DB15275,DB01944,2.0660297870635986,0
3135,DB00220,DB00243,2.0654497146606445,1
2865,DB00203,DB09242,2.0633597373962402,1
18913,DB00884,DB01162,2.0632266998291016,1
21251,DB00321,DB01624,2.0625996589660645,1
5393,DB00433,DB09068,2.061816692352295,1
7716,DB06573,DB07210,2.060931444168091,0
2596,DB00216,DB09073,2.059593915939331,1
3973,DB00413,DB00949,2.0587639808654785,1
4719,DB04938,DB09065,2.0581347942352295,1
23097,DB01628,DB02261,2.058027505874634,0
20872,DB00312,DB01193,2.0541577339172363,1
18178,DB00318,DB04871,2.0537564754486084,1
2273,DB00211,DB00867,2.053434371948242,1
3017,DB00266,DB00304,2.052428722381592,1
3837,DB00415,DB01024,2.0479331016540527,1
21283,DB01149,DB06212,2.047694683074951,1
4068,DB01172,DB08976,2.046470880508423,1
5210,DB00417,DB01082,2.0437164306640625,1
4906,DB00421,DB00802,2.0405235290527344,1
2997,DB00586,DB00814,2.040250301361084,1
4978,DB00420,DB06702,2.038910150527954,1
8250,DB04581,DB14080,2.038761615753174,0
5749,DB00960,DB00961,2.0387091636657715,1
16760,DB00872,DB00906,2.0350022315979004,1
5679,DB04908,DB09073,2.0342953205108643,1
22212,DB08073,DB11871,2.0320591926574707,0
5484,DB00521,DB00734,2.0318992137908936,1
18790,DB00230,DB09117,2.031026840209961,1
4986,DB00816,DB01136,2.0289292335510254,1
4853,DB01124,DB01267,2.027144432067871,1
17952,DB00477,DB01255,2.02699875831604,1
6694,DB01100,DB03845,2.0269553661346436,0
3466,DB00912,DB01232,2.0261693000793457,1
1047,DB00468,DB00612,2.025073528289795,1
5719,DB00603,DB08907,2.0240063667297363,1
3500,DB01263,DB06212,2.021656036376953,1
6544,DB01072,DB08815,2.0201239585876465,1
4625,DB00203,DB00820,2.0199921131134033,1
21029,DB00648,DB06413,2.01961088180542,1
21531,DB00215,DB01239,2.0194287300109863,1
8190,DB07602,DB03087,2.017911434173584,0
19658,DB00831,DB01242,2.0178871154785156,1
1502,DB00214,DB04876,2.017725706100464,1
1876,DB00337,DB00488,2.0134100914001465,1
3878,DB00738,DB01016,2.0129213333129883,1
6751,DB13394,DB07767,2.012491226196289,0
4246,DB00653,DB01211,2.012395143508911,1
8181,DB07561,DB03513,2.0114283561706543,0
6992,DB04339,DB02199,2.0106539726257324,0
2691,DB00935,DB01365,2.009314775466919,1
18288,DB00181,DB01224,2.0075321197509766,1
8272,DB01072,DB01974,2.0070302486419678,0
6344,DB00502,DB00972,2.0066592693328857,1
2951,DB01171,DB04884,2.004430055618286,1
4264,DB00450,DB00818,2.003570795059204,1
20303,DB00391,DB00875,2.00136137008667,1
20229,DB00784,DB01082,1.9998860359191895,1
4142,DB00269,DB01601,1.9998502731323242,1
6975,DB13425,DB15458,1.996239423751831,0
18992,DB00880,DB09214,1.9961379766464233,1
17014,DB00196,DB01394,1.995159387588501,1
19905,DB00455,DB01409,1.9950954914093018,1
40,DB01016,DB06825,1.993775725364685,1
2698,DB01174,DB09083,1.993376612663269,1
555,DB00641,DB01167,1.9932968616485596,1
7611,DB01022,DB14508,1.9924533367156982,0
19479,DB00408,DB01017,1.9917923212051392,1
3316,DB00199,DB09143,1.99004065990448,1
404,DB00564,DB08868,1.9897029399871826,1
6670,DB01167,DB09065,1.9896495342254639,1
5326,DB00331,DB02901,1.9892194271087646,1
430,DB00388,DB06706,1.9891314506530762,1
21675,DB00450,DB00899,1.9866738319396973,1
4160,DB00470,DB09054,1.9863948822021484,1
2308,DB00470,DB00705,1.9863005876541138,1
1679,DB01136,DB08868,1.9862033128738403,1
3028,DB08794,DB08976,1.9853501319885254,1
18576,DB00979,DB09290,1.9838531017303467,1
3787,DB01201,DB04908,1.980804204940796,1
22031,DB06976,DB09182,1.9806182384490967,0
2612,DB00444,DB01097,1.9793789386749268,1
18462,DB00862,DB06717,1.9773731231689453,1
1149,DB00814,DB01296,1.9763449430465698,1
1649,DB00945,DB06711,1.976058840751648,1
19995,DB00344,DB01173,1.9755868911743164,1
19690,DB00343,DB04855,1.9755381345748901,1
17187,DB00193,DB00998,1.9755103588104248,1
7025,DB12506,DB04554,1.9752479791641235,0
266,DB00331,DB01169,1.9748631715774536,1
17601,DB00370,DB00408,1.9740703105926514,1
21434,DB00370,DB00623,1.9736145734786987,1
2572,DB00295,DB01168,1.9725468158721924,1
230,DB00285,DB01178,1.9714791774749756,1
2738,DB00790,DB01399,1.9708060026168823,1
5050,DB00440,DB00945,1.9706814289093018,1
20219,DB00252,DB00957,1.9696288108825684,1
4197,DB00246,DB05271,1.9691698551177979,1
371,DB00218,DB00266,1.9682624340057373,1
7649,DB04122,DB14534,1.9665156602859497,0
4356,DB00565,DB03615,1.9652156829833984,1
6215,DB00557,DB00625,1.9648901224136353,1
17060,DB00798,DB01416,1.9645229578018188,1
3623,DB00104,DB00697,1.962805151939392,1
435,DB00246,DB06201,1.9625657796859741,1
17855,DB00479,DB01133,1.9614651203155518,1
19469,DB00320,DB00502,1.960626244544983,1
830,DB00531,DB04817,1.959327220916748,1
21030,DB00968,DB01355,1.9592875242233276,1
4464,DB00270,DB01263,1.9579912424087524,1
21960,DB07536,DB07710,1.9577962160110474,0
921,DB00458,DB01021,1.957698106765747,1
17763,DB00252,DB06589,1.957261085510254,1
191,DB01174,DB09128,1.9571093320846558,1
1524,DB00220,DB00969,1.9569697380065918,1
22583,DB03195,DB07257,1.956108570098877,0
902,DB00196,DB00949,1.9556598663330078,1
22551,DB09160,DB16056,1.955349326133728,0
2957,DB00495,DB01045,1.9540550708770752,1
8345,DB13090,DB09015,1.9530119895935059,0
20902,DB00482,DB09026,1.95095956325531,1
1950,DB00215,DB00440,1.950938105583191,1
5016,DB00252,DB01254,1.9504072666168213,1
6285,DB00454,DB01319,1.9488153457641602,1
1651,DB00289,DB05812,1.946920394897461,1
21033,DB00503,DB01131,1.9452812671661377,1
2379,DB00682,DB01319,1.9444315433502197,1
4092,DB01100,DB09054,1.9435721635818481,1
22098,DB02350,DB06800,1.9428253173828125,0
20718,DB00220,DB00906,1.942716121673584,1
1767,DB00283,DB01041,1.9426273107528687,1
1449,DB00502,DB08933,1.941928744316101,1
389,DB00358,DB09048,1.9417775869369507,1
22743,DB02096,DB02628,1.9417552947998047,0
19542,DB01233,DB01623,1.941499948501587,1
8340,DB09225,DB00304,1.941324234008789,0
22275,DB02092,DB08918,1.9413129091262817,0
8299,DB04326,DB08469,1.9409868717193604,0
112,DB00742,DB01172,1.9404066801071167,1
7952,DB00559,DB15779,1.9403904676437378,0
17298,DB00474,DB00603,1.9397947788238525,1
6110,DB00470,DB01579,1.9396123886108398,1
1460,DB00188,DB01263,1.936744213104248,1
7833,DB00155,DB02466,1.9366722106933594,0
5474,DB00660,DB09034,1.9365735054016113,1
1662,DB00215,DB00379,1.935877799987793,1
7587,DB07322,DB06832,1.9357601404190063,0
16889,DB00595,DB01147,1.9351987838745117,1
17527,DB00273,DB00367,1.9350855350494385,1
21992,DB03346,DB04650,1.9329605102539062,0
7590,DB09350,DB16003,1.932812213897705,0
21359,DB00673,DB01380,1.9327588081359863,1
20578,DB00305,DB00541,1.9325109720230103,1
17808,DB00648,DB09101,1.9321882724761963,1
17238,DB00370,DB00950,1.931007742881775,1
850,DB00376,DB09290,1.930811882019043,1
3428,DB08815,DB08899,1.9304293394088745,1
1472,DB00624,DB00834,1.9303393363952637,1
21427,DB00530,DB08820,1.9296289682388306,1
20965,DB00401,DB09407,1.929260015487671,1
19036,DB01377,DB01436,1.9282170534133911,1
4540,DB00395,DB06204,1.9276371002197266,1
22430,DB08118,DB11374,1.9274154901504517,0
23030,DB05524,DB02289,1.9253745079040527,0
17733,DB00611,DB00813,1.9253168106079102,1
2909,DB00382,DB00420,1.9243934154510498,1
5328,DB00700,DB01197,1.92336106300354,1
20586,DB00294,DB00331,1.9228155612945557,1
7431,DB04288,DB00118,1.9212626218795776,0
16900,DB01178,DB01223,1.9211435317993164,1
6269,DB00535,DB01032,1.9203418493270874,1
1929,DB00619,DB01609,1.920295238494873,1
17837,DB00780,DB01242,1.9202544689178467,1
21448,DB00409,DB01247,1.9194648265838623,1
3539,DB00888,DB08895,1.9181157350540161,1
6313,DB00449,DB01193,1.9166507720947266,1
4396,DB00989,DB01233,1.9165623188018799,1
19470,DB00972,DB00996,1.9158821105957031,1
1547,DB00471,DB09280,1.9158326387405396,1
21818,DB16008,DB01299,1.9157291650772095,0
3606,DB01174,DB09119,1.9155070781707764,1
2548,DB00690,DB09048,1.9154622554779053,1
2268,DB00370,DB00628,1.9150701761245728,1
5462,DB00449,DB00723,1.914504051208496,1
562,DB00997,DB08895,1.9144877195358276,1
4077,DB05521,DB06212,1.9139201641082764,1
5231,DB00196,DB00683,1.9133065938949585,1
405,DB00227,DB06717,1.9130785465240479,1
20544,DB00238,DB01319,1.9112200736999512,1
17665,DB00166,DB06203,1.9111324548721313,1
22807,DB02845,DB15959,1.9098563194274902,0
16836,DB00206,DB00344,1.9096558094024658,1
20946,DB00238,DB00307,1.9081977605819702,1
19953,DB00859,DB01377,1.9076111316680908,1
5964,DB01193,DB01579,1.9069865942001343,1
19850,DB01026,DB01218,1.9069840908050537,1
5712,DB00860,DB00864,1.9066132307052612,1
1778,DB00220,DB01251,1.9062548875808716,1
3319,DB00387,DB00747,1.9057351350784302,1
3900,DB00252,DB01320,1.9057025909423828,1
3561,DB01200,DB01233,1.9049372673034668,1
3330,DB01214,DB09220,1.9048495292663574,1
2191,DB00541,DB01149,1.9047799110412598,1
4718,DB00417,DB01418,1.9037357568740845,1
21121,DB00458,DB00508,1.9035570621490479,1
6156,DB00690,DB09117,1.9030977487564087,1
2985,DB00321,DB00653,1.9029934406280518,1
4242,DB01274,DB01577,1.9028462171554565,1
7964,DB04785,DB00399,1.9026411771774292,0
1918,DB00586,DB00945,1.9020912647247314,1
7546,DB08135,DB09516,1.9020025730133057,0
19339,DB00368,DB00457,1.9011527299880981,1
517,DB00282,DB00328,1.8995002508163452,1
19422,DB08893,DB11315,1.8993436098098755,1
438,DB00887,DB01355,1.899108648300171,1
6628,DB09073,DB09074,1.8980857133865356,1
3733,DB00199,DB06605,1.898075819015503,1
6566,DB00388,DB00422,1.89762544631958,1
22940,DB07349,DB06684,1.8969697952270508,0
21980,DB04165,DB13944,1.8968387842178345,0
4825,DB00500,DB03615,1.8962485790252686,1
21116,DB00199,DB08882,1.8960250616073608,1
7313,DB02900,DB00861,1.8957092761993408,0
3436,DB00674,DB00734,1.8945766687393188,1
18833,DB00490,DB01178,1.8938922882080078,1
20938,DB01618,DB04896,1.8926422595977783,1
980,DB00202,DB00908,1.89259672164917,1
20796,DB00207,DB01076,1.8916840553283691,1
5325,DB00215,DB00675,1.8913590908050537,1
20249,DB00270,DB08912,1.890852689743042,1
21648,DB00496,DB00834,1.8908289670944214,1
1085,DB01600,DB06813,1.8904578685760498,1
1165,DB01627,DB09268,1.8901331424713135,1
22449,DB11543,DB00507,1.8897502422332764,0
20338,DB00282,DB00919,1.8893182277679443,1
6433,DB00673,DB00877,1.8891373872756958,1
1398,DB01224,DB06684,1.888796091079712,1
21348,DB00381,DB09054,1.8884475231170654,1
315,DB00648,DB06717,1.888306736946106,1
17856,DB00470,DB00679,1.8876514434814453,1
3932,DB00461,DB06695,1.8875291347503662,1
2725,DB00393,DB11093,1.887420892715454,1
22525,DB06847,DB01395,1.8873357772827148,0
492,DB00452,DB00554,1.8872382640838623,1
6537,DB00983,DB01288,1.8871709108352661,1
2102,DB00367,DB08873,1.8870257139205933,1
3686,DB00203,DB08816,1.886664867401123,1
19144,DB00565,DB00996,1.8858110904693604,1
2666,DB00500,DB06696,1.8856796026229858,1
23111,DB12585,DB16088,1.8845899105072021,0
22581,DB03516,DB08305,1.8844457864761353,0
4610,DB08896,DB08899,1.8833813667297363,1
8069,DB13102,DB14760,1.8830394744873047,0
1644,DB00220,DB01118,1.8816888332366943,1
17700,DB00382,DB01151,1.8805694580078125,1
17891,DB01332,DB01418,1.8780696392059326,1
7634,DB02060,DB00848,1.877920150756836,0
21062,DB00176,DB00246,1.8775486946105957,1
17144,DB01167,DB01224,1.8763233423233032,1
2088,DB00780,DB00921,1.8752497434616089,1
2559,DB01609,DB05109,1.8748691082000732,1
17340,DB00500,DB00974,1.8746445178985596,1
22503,DB00731,DB12587,1.873607873916626,0
8271,DB07514,DB04948,1.8728365898132324,0
3707,DB00188,DB06216,1.8725249767303467,1
1482,DB00327,DB06274,1.872490644454956,1
6353,DB00280,DB01045,1.8722409009933472,1
23237,DB06663,DB13009,1.8718435764312744,0
1452,DB00713,DB09268,1.8717529773712158,1
603,DB01149,DB08895,1.8703163862228394,1
6878,DB06211,DB16446,1.8702176809310913,0
1899,DB00187,DB08868,1.8700881004333496,1
1231,DB00379,DB01242,1.8697786331176758,1
16979,DB06237,DB09242,1.8690526485443115,1
22560,DB07092,DB00311,1.8688831329345703,0
4838,DB00571,DB00806,1.8685884475708008,1
235,DB00176,DB08881,1.8677103519439697,1
20171,DB00191,DB06724,1.867252230644226,1
7243,DB15259,DB12320,1.866948127746582,0
5419,DB00295,DB01624,1.8669095039367676,1
2215,DB00222,DB01169,1.8667840957641602,1
21059,DB00224,DB00860,1.8660354614257812,1
19963,DB01403,DB08882,1.8654944896697998,1
17686,DB00374,DB08887,1.8653535842895508,1
18795,DB00768,DB06148,1.8652567863464355,1
2022,DB08867,DB09063,1.8643661737442017,1
2933,DB00523,DB09048,1.8642908334732056,1
23043,DB02756,DB03074,1.864072322845459,0
477,DB01254,DB09401,1.8638410568237305,1
7287,DB14174,DB05884,1.863635540008545,0
7600,DB05298,DB06924,1.8622814416885376,0
6964,DB15413,DB03353,1.8617814779281616,0
8011,DB04382,DB07292,1.8614119291305542,0
6417,DB00854,DB01614,1.8612899780273438,1
1469,DB00252,DB00690,1.8610401153564453,1
1198,DB00358,DB00909,1.859700083732605,1
2083,DB01115,DB08820,1.8591923713684082,1
19369,DB00401,DB00728,1.859178900718689,1
16721,DB00688,DB08795,1.8591525554656982,1
4415,DB00196,DB05521,1.8589515686035156,1
2246,DB00334,DB00780,1.8588112592697144,1
22415,DB14904,DB13032,1.8585811853408813,0
19319,DB01071,DB09042,1.8579970598220825,1
22610,DB16560,DB13421,1.8579156398773193,0
6879,DB00880,DB11879,1.857738971710205,0
17651,DB00268,DB00934,1.857373833656311,1
2841,DB00450,DB00557,1.8563448190689087,1
812,DB00945,DB01015,1.8560353517532349,1
7020,DB15249,DB07645,1.8559730052947998,0
4124,DB08824,DB08918,1.855737328529358,1
5395,DB00214,DB00503,1.855377435684204,1
18796,DB00307,DB00490,1.8552913665771484,1
20948,DB01167,DB01220,1.85508394241333,1
20808,DB06288,DB09128,1.8550171852111816,1
2303,DB00363,DB01567,1.8545379638671875,1
20674,DB00356,DB00951,1.8542754650115967,1
57,DB00295,DB09072,1.853851556777954,1
3033,DB00422,DB00612,1.8538269996643066,1
4916,DB00104,DB06708,1.8537284135818481,1
17582,DB00215,DB06695,1.8532476425170898,1
20188,DB00470,DB00625,1.8527425527572632,1
18126,DB00979,DB01409,1.8521147966384888,1
4791,DB00227,DB08933,1.8520457744598389,1
3571,DB01320,DB06589,1.8514877557754517,1
5120,DB00408,DB09097,1.8510503768920898,1
2131,DB00864,DB08895,1.8501403331756592,1
8273,DB15133,DB01365,1.8500274419784546,0
20532,DB00268,DB00924,1.8493967056274414,1
2415,DB00201,DB04865,1.8490500450134277,1
4043,DB00243,DB00956,1.8490055799484253,1
3308,DB01173,DB09034,1.8489519357681274,1
16791,DB01106,DB06148,1.8478686809539795,1
1395,DB00222,DB01590,1.847481369972229,1
1113,DB00199,DB00390,1.8474540710449219,1
4301,DB00091,DB00834,1.8467986583709717,1
22959,DB14089,DB03854,1.8463947772979736,0
7027,DB07134,DB08553,1.8463069200515747,0
2039,DB00366,DB06148,1.8462930917739868,1
6046,DB01068,DB06717,1.8461933135986328,1
5196,DB00588,DB01560,1.8458828926086426,1
2130,DB00561,DB01288,1.8457372188568115,1
7557,DB06910,DB08130,1.845533013343811,0
7872,DB06660,DB07202,1.8454500436782837,0
1496,DB00458,DB06144,1.8453596830368042,1
6748,DB13678,DB04577,1.8446943759918213,0
18892,DB00204,DB00331,1.8446276187896729,1
22698,DB11525,DB04350,1.844388723373413,0
3262,DB00436,DB00672,1.8437912464141846,1
449,DB00393,DB00864,1.8432843685150146,1
521,DB00180,DB01601,1.8419063091278076,1
6421,DB00415,DB01082,1.841475248336792,1
3784,DB01201,DB08860,1.8413957357406616,1
2642,DB00358,DB00555,1.840423583984375,1
5124,DB01556,DB01577,1.839705467224121,1
18738,DB01114,DB09072,1.8394831418991089,1
19801,DB01242,DB08893,1.8392698764801025,1
17558,DB00732,DB01189,1.8391141891479492,1
22331,DB11909,DB07873,1.838838815689087,0
18313,DB00745,DB01181,1.838409662246704,1
4909,DB01251,DB01319,1.8383209705352783,1
5598,DB00980,DB01045,1.8381624221801758,1
20332,DB00613,DB08880,1.8378721475601196,1
3098,DB01136,DB03128,1.8362150192260742,1
5759,DB00934,DB01063,1.835973858833313,1
2961,DB00770,DB00820,1.8355975151062012,1
17355,DB01403,DB09076,1.835466742515564,1
4991,DB00593,DB01083,1.8352570533752441,1
3085,DB00753,DB00822,1.8351154327392578,1
5461,DB01037,DB01560,1.834720253944397,1
17785,DB00961,DB04861,1.8346465826034546,1
6574,DB00374,DB09123,1.8346060514450073,1
2341,DB01354,DB01395,1.8336399793624878,1
4629,DB00241,DB00816,1.8323522806167603,1
2388,DB00252,DB06201,1.8319270610809326,1
20687,DB00495,DB01072,1.8311419486999512,1
4777,DB00898,DB04908,1.8306021690368652,1
18276,DB00321,DB00697,1.830551266670227,1
6048,DB01098,DB09064,1.8304041624069214,1
21656,DB00297,DB01203,1.8300743103027344,1
19000,DB00277,DB00550,1.8299083709716797,1
851,DB00214,DB00912,1.829484224319458,1
20293,DB00211,DB06706,1.8294442892074585,1
6681,DB05262,DB14911,1.8290818929672241,0
17826,DB00898,DB00972,1.8289647102355957,1
3874,DB00695,DB06696,1.8284296989440918,1
2038,DB00500,DB00798,1.8277450799942017,1
4401,DB00916,DB01101,1.8277301788330078,1
20611,DB00697,DB08883,1.8266068696975708,1
2139,DB00284,DB00715,1.8263843059539795,1
19650,DB00363,DB01168,1.8261734247207642,1
19968,DB00531,DB01097,1.8260400295257568,1
22012,DB08327,DB01676,1.8257064819335938,0
5726,DB00448,DB01609,1.8244428634643555,1
22339,DB13171,DB00172,1.8243046998977661,0
6777,DB08276,DB02855,1.823908805847168,0
3147,DB01002,DB01232,1.8230093717575073,1
1974,DB06695,DB09070,1.8227554559707642,1
3089,DB00237,DB00727,1.822324275970459,1
6995,DB02010,DB14823,1.8222663402557373,0
4417,DB00283,DB00956,1.8217438459396362,1
8007,DB00938,DB02002,1.8217136859893799,0
3888,DB00337,DB00635,1.821549892425537,1
772,DB00363,DB00414,1.8212573528289795,1
20427,DB00215,DB04842,1.820788860321045,1
16842,DB00686,DB00758,1.8203952312469482,1
819,DB00470,DB01062,1.8203775882720947,1
1146,DB00243,DB01248,1.8202366828918457,1
23086,DB09355,DB04163,1.819963812828064,0
22859,DB04680,DB00554,1.8199150562286377,0
2814,DB04946,DB09117,1.81980562210083,1
4577,DB00857,DB01242,1.8195996284484863,1
4110,DB00690,DB09072,1.8195652961730957,1
22216,DB04383,DB13632,1.8184990882873535,0
19007,DB00610,DB01579,1.8173978328704834,1
5558,DB00188,DB01174,1.8170753717422485,1
23372,DB07815,DB02138,1.8160696029663086,0
21728,DB00392,DB00649,1.8157237768173218,0
3021,DB00338,DB00530,1.815698504447937,1
1647,DB00196,DB09039,1.8152782917022705,1
8217,DB07721,DB13462,1.815085530281067,0
16891,DB00318,DB09271,1.8147895336151123,1
1001,DB00295,DB00413,1.8145031929016113,1
18948,DB00829,DB01041,1.814441442489624,1
22836,DB11774,DB08613,1.8140839338302612,0
7524,DB15790,DB03836,1.8138960599899292,0
22479,DB01837,DB07479,1.8138478994369507,0
